"time","m.friendly_name_str","m.value","state.state"
"2023-07-17T15:26:04.561+01:00","MQTT iPhoneJD Office Raw","0.45",
"2023-07-17T15:26:07.639+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:26:09.591+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:26:09.595+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:26:12.582+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:26:14.580+01:00","MQTT iPhoneJD Office Raw","0.45",
"2023-07-17T15:26:14.607+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T15:26:17.571+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:26:19.618+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:26:24.538+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T15:26:24.637+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:26:27.606+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:26:29.547+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:26:29.590+01:00","MQTT iPhoneJD BedroomJK Raw","2.87",
"2023-07-17T15:26:32.542+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:26:32.760+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T15:26:33.244+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:26:37.938+01:00","MQTT iPhoneJD Office Raw","0.45",
"2023-07-17T15:26:38.255+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:26:38.586+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:26:42.790+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T15:26:43.393+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:26:43.587+01:00","MQTT iPhoneJD BedroomJK Raw","2.87",
"2023-07-17T15:26:47.785+01:00","MQTT iPhoneJD Office Raw","0.4",
"2023-07-17T15:26:48.278+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:26:48.592+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T15:26:52.807+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:26:53.234+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:26:57.811+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T15:26:58.239+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:26:58.767+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:27:02.761+01:00","MQTT iPhoneJD Office Raw","0.45",
"2023-07-17T15:27:03.585+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T15:27:08.247+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:27:12.778+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T15:27:13.265+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:27:13.588+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:27:17.802+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T15:27:18.291+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:27:18.607+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T15:27:22.827+01:00","MQTT iPhoneJD Office Raw","0.4",
"2023-07-17T15:27:23.229+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:27:23.612+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:27:27.813+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:27:28.632+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:27:32.763+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T15:27:33.265+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:27:36.010+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:27:37.764+01:00","MQTT iPhoneJD Office Raw","0.43",
"2023-07-17T15:27:38.250+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:27:41.147+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T15:27:42.786+01:00","MQTT iPhoneJD Office Raw","0.37",
"2023-07-17T15:27:43.463+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:27:46.038+01:00","MQTT iPhoneJD BedroomJK Raw","2.87",
"2023-07-17T15:27:47.893+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:27:48.230+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:27:50.991+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:27:52.813+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:27:53.313+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:27:55.987+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T15:27:57.749+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:27:58.245+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:28:00.995+01:00","MQTT iPhoneJD BedroomJK Raw","3.06",
"2023-07-17T15:28:02.836+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:28:08.265+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:28:11.053+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:28:12.805+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:28:13.283+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:28:15.988+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T15:28:18.230+01:00","MQTT iPhoneJD LivingRoom Raw","3.49",
"2023-07-17T15:28:20.987+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:28:22.810+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:28:23.231+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:28:25.988+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:28:28.258+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:28:30.996+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:28:33.251+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:28:36.014+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:28:38.271+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:28:41.134+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:28:43.488+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:28:48.285+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:28:53.255+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T15:28:55.992+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T15:28:57.817+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:29:01.000+01:00","MQTT iPhoneJD BedroomJK Raw","5.91",
"2023-07-17T15:29:02.771+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:29:03.257+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:29:06.018+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:29:07.776+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:29:08.274+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:29:11.036+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:29:13.291+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:29:15.987+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:29:17.805+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:29:18.231+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T15:29:20.993+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:29:22.895+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:29:25.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:29:27.756+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:29:28.331+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:29:31.102+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:29:33.258+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:29:36.032+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:29:37.855+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:29:38.292+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:29:41.044+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:29:42.999+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:29:43.376+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:29:45.988+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:29:48.230+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:29:50.995+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:29:52.918+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:29:53.242+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:29:55.993+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:29:58.246+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:30:01.010+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:30:02.832+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:30:03.250+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T15:30:06.025+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:30:07.773+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:30:08.278+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:30:11.048+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:30:13.230+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:30:16.065+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:30:17.814+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:30:18.230+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:30:22.749+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:30:23.240+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:30:25.996+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:30:27.764+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:30:28.266+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:30:32.844+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:30:33.281+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:30:36.028+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:30:38.272+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:30:41.043+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:30:42.998+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:30:43.840+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:30:45.989+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:30:47.889+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:30:48.230+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:30:50.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:30:53.235+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:30:55.998+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:30:57.764+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:30:58.261+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:31:01.014+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:31:02.764+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:31:06.033+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:31:07.809+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:31:08.285+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:31:10.991+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:31:17.817+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:31:18.232+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:31:20.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:31:23.240+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:31:26.007+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:31:27.765+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:31:28.253+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:31:31.021+01:00","MQTT iPhoneJD BedroomJK Raw","5.53",
"2023-07-17T15:31:32.771+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:31:33.272+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:31:36.040+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:31:38.279+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:31:43.309+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:31:45.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:31:47.818+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:31:48.230+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:31:51.000+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:31:52.747+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:31:53.243+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:31:56.018+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:31:57.770+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:32:01.021+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:32:02.777+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:32:03.281+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:32:06.039+01:00","MQTT iPhoneJD BedroomJK Raw","5.18",
"2023-07-17T15:32:07.906+01:00","MQTT iPhoneJD Office Raw","0.63",
"2023-07-17T15:32:08.294+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:32:10.987+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:32:12.807+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:32:13.238+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:32:15.987+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:32:18.233+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:32:22.768+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:32:23.246+01:00","MQTT iPhoneJD LivingRoom Raw","1.69",
"2023-07-17T15:32:26.008+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:32:27.762+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:32:31.323+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:32:33.281+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:32:36.043+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:32:37.797+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:32:38.327+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T15:32:40.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:32:42.808+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:32:43.244+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:32:47.748+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:32:48.234+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:32:50.997+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:32:52.819+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:32:53.247+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:32:57.783+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:32:58.265+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:33:01.043+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:33:02.792+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:33:03.283+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:33:08.234+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:33:13.232+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:33:15.994+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:33:23.252+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:33:26.017+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:33:27.788+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:33:28.262+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:33:31.050+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:33:33.389+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:33:36.048+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:33:41.174+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:33:42.808+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:33:45.996+01:00","MQTT iPhoneJD BedroomJK Raw","6.31",
"2023-07-17T15:33:47.808+01:00","MQTT iPhoneJD Office Raw","0.63",
"2023-07-17T15:33:48.246+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:33:51.006+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:33:52.765+01:00","MQTT iPhoneJD Office Raw","0.59",
"2023-07-17T15:33:53.257+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:33:56.021+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:33:57.773+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:33:58.280+01:00","MQTT iPhoneJD LivingRoom Raw","4.54",
"2023-07-17T15:34:02.799+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:34:03.292+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T15:34:05.988+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:34:07.831+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:34:10.995+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:34:12.796+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:34:13.232+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:34:15.992+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:34:17.756+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:34:18.246+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T15:34:21.014+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:34:22.837+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:34:23.267+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:34:27.788+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:34:28.359+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:34:31.041+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:34:32.808+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:34:33.293+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:34:36.056+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:34:37.817+01:00","MQTT iPhoneJD Office Raw","0.55",
"2023-07-17T15:34:38.236+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T15:34:42.749+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:34:43.322+01:00","MQTT iPhoneJD LivingRoom Raw","1.69",
"2023-07-17T15:34:45.992+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:34:48.256+01:00","MQTT iPhoneJD LivingRoom Raw","1.48",
"2023-07-17T15:34:51.011+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:34:53.272+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:34:56.033+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:35:03.300+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T15:35:05.992+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:35:07.813+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:35:08.236+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:35:10.990+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:35:12.821+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:35:13.241+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:35:15.998+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:35:18.249+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:35:23.280+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:35:26.035+01:00","MQTT iPhoneJD BedroomJK Raw","4.85",
"2023-07-17T15:35:31.048+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:35:32.802+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:35:33.232+01:00","MQTT iPhoneJD LivingRoom Raw","1.58",
"2023-07-17T15:35:35.990+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:35:37.810+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:35:38.246+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:35:40.993+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:35:46.006+01:00","MQTT iPhoneJD BedroomJK Raw","3.27",
"2023-07-17T15:35:48.249+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:35:51.016+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:35:58.284+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T15:36:00.990+01:00","MQTT iPhoneJD BedroomJK Raw","3.98",
"2023-07-17T15:36:03.238+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:36:05.990+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:36:10.990+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:36:16.003+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:36:18.255+01:00","MQTT iPhoneJD LivingRoom Raw","1.58",
"2023-07-17T15:36:21.021+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:36:23.277+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:36:26.037+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:36:28.300+01:00","MQTT iPhoneJD LivingRoom Raw","1.48",
"2023-07-17T15:36:30.990+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:36:33.233+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:36:35.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:36:40.997+01:00","MQTT iPhoneJD BedroomJK Raw","3.49",
"2023-07-17T15:36:42.752+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:36:43.347+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:36:46.047+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:36:47.756+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:36:48.264+01:00","MQTT iPhoneJD LivingRoom Raw","1.48",
"2023-07-17T15:36:51.063+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:36:52.789+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:36:53.274+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T15:36:57.905+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:36:58.308+01:00","MQTT iPhoneJD LivingRoom Raw","1.93",
"2023-07-17T15:37:00.989+01:00","MQTT iPhoneJD BedroomJK Raw","3.73",
"2023-07-17T15:37:03.233+01:00","MQTT iPhoneJD LivingRoom Raw","1.58",
"2023-07-17T15:37:07.829+01:00","MQTT iPhoneJD Office Raw","0.48",
"2023-07-17T15:37:08.231+01:00","MQTT iPhoneJD LivingRoom Raw","1.81",
"2023-07-17T15:37:11.014+01:00","MQTT iPhoneJD BedroomJK Raw","4.54",
"2023-07-17T15:37:13.251+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T15:37:16.009+01:00","MQTT iPhoneJD BedroomJK Raw","4.25",
"2023-07-17T15:37:17.777+01:00","MQTT iPhoneJD Office Raw","0.52",
"2023-07-17T15:37:18.267+01:00","MQTT iPhoneJD LivingRoom Raw","1.58",
